date,team,opponent,points,opponent_points,home,win,avg_pts_last5,avg_opponent_pts_last5,win_rate_last5,vs_opponent_win_rate
2025-11-07,Miami Heat,Charlotte Hornets,126,108,1,1,115.8,117.2,0.4,1.0
2025-11-08,Miami Heat,Portland Trail Blazers,136,131,1,1,122.8,122.0,0.6,1.0
2025-11-10,Miami Heat,Cleveland Cavaliers,140,138,1,1,126.8,123.6,0.8,1.0
2025-11-12,Miami Heat,Cleveland Cavaliers,116,130,1,0,126.0,125.8,0.6,0.5
2025-11-14,Miami Heat,New York Knicks,132,140,0,0,130.0,129.4,0.6,0.5
2025-11-17,Miami Heat,New York Knicks,115,113,1,1,127.8,130.4,0.6,0.6666666666666666
2025-11-19,Miami Heat,Golden State Warriors,110,96,1,1,122.6,123.4,0.6,1.0
2025-11-21,Miami Heat,Chicago Bulls,143,107,0,1,123.2,117.2,0.6,1.0
2025-11-23,Miami Heat,Philadelphia 76ers,127,117,0,1,125.4,114.6,0.8,1.0
2025-11-24,Miami Heat,Dallas Mavericks,106,102,1,1,120.2,107.0,1.0,1.0
2025-11-26,Miami Heat,Milwaukee Bucks,106,103,1,1,118.4,105.0,1.0,1.0
2025-11-29,Miami Heat,Detroit Pistons,135,138,1,0,123.4,113.4,0.8,0.0
2025-12-01,Miami Heat,Los Angeles Clippers,140,123,1,1,122.8,116.6,0.8,1.0
2025-12-03,Miami Heat,Dallas Mavericks,108,118,0,0,119.0,116.8,0.6,0.5
2025-12-05,Miami Heat,Orlando Magic,105,106,0,0,118.8,117.6,0.4,0.0
2025-12-06,Miami Heat,Sacramento Kings,111,127,1,0,119.8,122.4,0.2,0.0
2025-12-09,Miami Heat,Orlando Magic,108,117,0,0,114.4,118.2,0.2,0.0
2025-12-15,Miami Heat,Toronto Raptors,96,106,1,0,105.6,114.8,0.0,0.0
2025-12-18,Miami Heat,Brooklyn Nets,106,95,0,1,105.2,110.2,0.2,1.0
2025-12-19,Miami Heat,Boston Celtics,116,129,0,0,107.4,114.8,0.2,0.0
2025-12-21,Miami Heat,New York Knicks,125,132,0,0,110.2,115.8,0.2,0.5
2025-12-23,Miami Heat,Toronto Raptors,91,112,1,0,106.8,114.8,0.2,0.0
2025-12-26,Miami Heat,Atlanta Hawks,126,111,0,1,112.8,115.8,0.4,1.0
2025-12-27,Miami Heat,Indiana Pacers,142,116,1,1,120.0,120.0,0.4,1.0
2025-10-30,Milwaukee Bucks,Golden State Warriors,120,110,1,1,121.8,115.0,0.8,1.0
2025-11-01,Milwaukee Bucks,Sacramento Kings,133,135,1,0,121.8,118.0,0.6,0.0
2025-11-03,Milwaukee Bucks,Indiana Pacers,117,115,0,1,120.8,117.8,0.6,1.0
2025-11-04,Milwaukee Bucks,Toronto Raptors,100,128,0,0,118.2,119.8,0.6,0.5
2025-11-07,Milwaukee Bucks,Chicago Bulls,126,110,1,1,119.2,119.6,0.6,1.0
2025-11-09,Milwaukee Bucks,Houston Rockets,115,122,1,0,118.2,122.0,0.4,0.0
2025-11-10,Milwaukee Bucks,Dallas Mavericks,116,114,0,1,114.8,117.8,0.6,1.0
2025-11-12,Milwaukee Bucks,Charlotte Hornets,100,111,0,0,111.4,117.0,0.4,0.0
2025-11-14,Milwaukee Bucks,Charlotte Hornets,147,134,1,1,120.8,118.2,0.6,0.5
2025-11-15,Milwaukee Bucks,Los Angeles Lakers,95,119,1,0,114.6,120.0,0.4,0.0
2025-11-17,Milwaukee Bucks,Cleveland Cavaliers,106,118,0,0,112.8,119.2,0.4,0.0
2025-11-20,Milwaukee Bucks,Philadelphia 76ers,114,123,1,0,112.4,121.0,0.2,0.0
2025-11-22,Milwaukee Bucks,Detroit Pistons,116,129,1,0,115.6,124.6,0.2,0.0
2025-11-24,Milwaukee Bucks,Portland Trail Blazers,103,115,1,0,106.8,120.8,0.0,0.0
2025-11-26,Milwaukee Bucks,Miami Heat,103,106,0,0,108.4,118.2,0.0,0.0
2025-11-28,Milwaukee Bucks,New York Knicks,109,118,0,0,109.0,118.2,0.0,0.5
2025-11-29,Milwaukee Bucks,Brooklyn Nets,116,99,1,1,109.4,113.4,0.2,1.0
2025-12-01,Milwaukee Bucks,Washington Wizards,126,129,0,0,111.4,113.4,0.2,0.5
2025-12-03,Milwaukee Bucks,Detroit Pistons,113,109,1,1,113.4,112.2,0.4,0.5
2025-12-05,Milwaukee Bucks,Philadelphia 76ers,101,116,1,0,113.0,114.2,0.4,0.0
2025-12-06,Milwaukee Bucks,Detroit Pistons,112,124,0,0,113.6,115.4,0.4,0.3333333333333333
2025-12-11,Milwaukee Bucks,Boston Celtics,116,101,1,1,113.6,115.8,0.4,1.0
2025-12-14,Milwaukee Bucks,Brooklyn Nets,82,127,0,0,104.8,115.4,0.4,0.5
2025-12-18,Milwaukee Bucks,Toronto Raptors,105,111,1,0,103.2,115.8,0.2,0.3333333333333333
2025-12-21,Milwaukee Bucks,Minnesota Timberwolves,100,103,0,0,103.0,113.2,0.2,0.0
2025-12-23,Milwaukee Bucks,Indiana Pacers,111,94,0,1,102.8,107.2,0.4,1.0
2025-12-26,Milwaukee Bucks,Memphis Grizzlies,104,125,0,0,100.4,112.0,0.2,0.0
2025-12-27,Milwaukee Bucks,Chicago Bulls,112,103,0,1,106.4,107.2,0.4,1.0
2025-10-29,Minnesota Timberwolves,Los Angeles Lakers,115,116,1,0,114.2,119.0,0.4,0.0
2025-11-01,Minnesota Timberwolves,Charlotte Hornets,122,105,0,1,115.0,117.2,0.4,1.0
2025-11-03,Minnesota Timberwolves,Brooklyn Nets,125,109,0,1,118.0,113.4,0.6,1.0
2025-11-05,Minnesota Timberwolves,New York Knicks,114,137,0,0,118.0,118.8,0.4,0.0
2025-11-07,Minnesota Timberwolves,Utah Jazz,137,97,1,1,122.6,112.8,0.6,1.0
2025-11-09,Minnesota Timberwolves,Sacramento Kings,144,117,0,1,128.4,113.0,0.8,1.0
2025-11-10,Minnesota Timberwolves,Utah Jazz,120,113,0,1,128.0,114.6,0.8,1.0
2025-11-14,Minnesota Timberwolves,Sacramento Kings,124,110,1,1,127.8,114.8,0.8,1.0
2025-11-15,Minnesota Timberwolves,Denver Nuggets,112,123,1,0,127.4,112.0,0.8,0.0
2025-11-17,Minnesota Timberwolves,Dallas Mavericks,120,96,1,1,124.0,111.8,0.8,1.0
2025-11-19,Minnesota Timberwolves,Washington Wizards,120,109,1,1,119.2,110.2,0.8,1.0
2025-11-21,Minnesota Timberwolves,Phoenix Suns,113,114,0,0,117.8,110.4,0.6,0.0
2025-11-24,Minnesota Timberwolves,Sacramento Kings,112,117,0,0,115.4,111.8,0.4,0.6666666666666666
2025-11-26,Minnesota Timberwolves,Oklahoma City Thunder,105,113,0,0,114.0,109.8,0.4,0.0
2025-11-29,Minnesota Timberwolves,Boston Celtics,119,115,1,1,113.8,113.6,0.4,1.0
2025-11-30,Minnesota Timberwolves,San Antonio Spurs,125,112,1,1,114.8,114.2,0.4,1.0
2025-12-02,Minnesota Timberwolves,New Orleans Pelicans,149,142,0,1,122.0,119.8,0.6,1.0
2025-12-04,Minnesota Timberwolves,New Orleans Pelicans,125,116,0,1,124.6,119.6,0.8,1.0
2025-12-06,Minnesota Timberwolves,Los Angeles Clippers,109,106,1,1,125.4,118.2,1.0,1.0
2025-12-08,Minnesota Timberwolves,Phoenix Suns,105,108,1,0,122.6,116.8,0.8,0.0
2025-12-12,Minnesota Timberwolves,Golden State Warriors,127,120,0,1,123.0,118.4,0.8,1.0
2025-12-14,Minnesota Timberwolves,Sacramento Kings,117,103,1,1,116.6,110.6,0.8,0.75
2025-12-17,Minnesota Timberwolves,Memphis Grizzlies,110,116,1,0,113.6,110.6,0.6,0.0
2025-12-19,Minnesota Timberwolves,Oklahoma City Thunder,112,107,1,1,114.2,110.8,0.6,0.5
2025-12-21,Minnesota Timberwolves,Milwaukee Bucks,103,100,1,1,113.8,109.2,0.8,1.0
2025-12-23,Minnesota Timberwolves,New York Knicks,115,104,1,1,111.4,106.0,0.8,0.5
2025-12-25,Minnesota Timberwolves,Denver Nuggets,138,142,0,0,115.6,113.8,0.6,0.0
2025-12-27,Minnesota Timberwolves,Brooklyn Nets,107,123,1,0,115.0,115.2,0.6,0.5
2025-10-31,New Orleans Pelicans,Los Angeles Clippers,124,126,0,0,108.0,123.6,0.0,0.0
2025-11-02,New Orleans Pelicans,Oklahoma City Thunder,106,137,0,0,104.8,125.4,0.0,0.0
2025-11-04,New Orleans Pelicans,Charlotte Hornets,116,112,1,1,104.8,123.8,0.2,1.0
2025-11-05,New Orleans Pelicans,Dallas Mavericks,101,99,0,1,107.0,119.2,0.4,1.0
2025-11-08,New Orleans Pelicans,San Antonio Spurs,119,126,0,0,113.2,120.0,0.4,0.0
2025-11-10,New Orleans Pelicans,Phoenix Suns,98,121,0,0,108.0,119.0,0.4,0.0
2025-11-12,New Orleans Pelicans,Portland Trail Blazers,117,125,1,0,110.2,116.6,0.4,0.0
2025-11-14,New Orleans Pelicans,Los Angeles Lakers,104,118,1,0,107.8,117.8,0.2,0.0
2025-11-16,New Orleans Pelicans,Golden State Warriors,106,124,1,0,108.8,122.8,0.0,0.0
2025-11-17,New Orleans Pelicans,Oklahoma City Thunder,109,126,1,0,106.8,122.8,0.0,0.0
2025-11-19,New Orleans Pelicans,Denver Nuggets,118,125,1,0,110.8,123.6,0.0,0.0
2025-11-21,New Orleans Pelicans,Dallas Mavericks,115,118,0,0,110.4,122.2,0.0,0.5
2025-11-22,New Orleans Pelicans,Atlanta Hawks,98,115,1,0,109.2,121.6,0.0,0.0
2025-11-24,New Orleans Pelicans,Chicago Bulls,143,130,1,1,116.6,122.8,0.2,1.0
2025-11-26,New Orleans Pelicans,Memphis Grizzlies,128,133,1,0,120.4,124.2,0.2,0.0
2025-11-29,New Orleans Pelicans,Golden State Warriors,96,104,0,0,116.0,120.0,0.2,0.0
2025-11-30,New Orleans Pelicans,Los Angeles Lakers,121,133,0,0,117.2,123.0,0.2,0.0
2025-12-02,New Orleans Pelicans,Minnesota Timberwolves,142,149,1,0,126.0,129.8,0.2,0.0
2025-12-04,New Orleans Pelicans,Minnesota Timberwolves,116,125,1,0,120.6,128.8,0.0,0.0
2025-12-06,New Orleans Pelicans,Brooklyn Nets,101,119,0,0,115.2,126.0,0.0,0.0
2025-12-08,New Orleans Pelicans,San Antonio Spurs,132,135,1,0,122.4,132.2,0.0,0.0
2025-12-11,New Orleans Pelicans,Portland Trail Blazers,143,120,1,1,126.8,129.6,0.2,0.5
2025-12-14,New Orleans Pelicans,Chicago Bulls,114,104,0,1,121.2,120.6,0.4,1.0
2025-12-18,New Orleans Pelicans,Houston Rockets,133,128,1,1,124.6,121.2,0.6,1.0
2025-12-20,New Orleans Pelicans,Indiana Pacers,128,109,1,1,130.0,119.2,0.8,1.0
2025-12-22,New Orleans Pelicans,Dallas Mavericks,119,113,1,1,127.4,114.8,1.0,0.6666666666666666
2025-12-23,New Orleans Pelicans,Cleveland Cavaliers,118,141,0,0,122.4,119.0,0.8,0.0
2025-12-26,New Orleans Pelicans,Phoenix Suns,108,115,1,0,121.2,121.2,0.6,0.0
2025-12-27,New Orleans Pelicans,Phoenix Suns,114,123,1,0,117.4,120.2,0.4,0.0
2025-10-31,New York Knicks,Chicago Bulls,125,135,0,0,113.4,115.4,0.4,0.0
2025-11-02,New York Knicks,Chicago Bulls,128,116,1,1,115.2,116.4,0.4,0.5
2025-11-03,New York Knicks,Washington Wizards,119,102,1,1,118.0,117.8,0.4,1.0
2025-11-05,New York Knicks,Minnesota Timberwolves,137,114,1,1,124.0,117.6,0.6,1.0
2025-11-09,New York Knicks,Brooklyn Nets,134,98,1,1,128.6,113.0,0.8,1.0
2025-11-11,New York Knicks,Memphis Grizzlies,133,120,1,1,130.2,110.0,1.0,1.0
2025-11-12,New York Knicks,Orlando Magic,107,124,1,0,126.0,111.6,0.8,0.0
2025-11-14,New York Knicks,Miami Heat,140,132,1,1,130.2,117.6,0.8,0.5
2025-11-17,New York Knicks,Miami Heat,113,115,0,0,125.4,117.8,0.6,0.3333333333333333
2025-11-19,New York Knicks,Dallas Mavericks,113,111,0,1,121.2,120.4,0.6,1.0
2025-11-22,New York Knicks,Orlando Magic,121,133,0,0,118.8,123.0,0.4,0.0
2025-11-24,New York Knicks,Brooklyn Nets,113,100,0,1,120.0,118.2,0.6,1.0
2025-11-26,New York Knicks,Charlotte Hornets,129,101,0,1,117.8,112.0,0.6,1.0
2025-11-28,New York Knicks,Milwaukee Bucks,118,109,1,1,118.8,110.8,0.8,0.5
2025-11-30,New York Knicks,Toronto Raptors,116,94,1,1,119.4,107.4,0.8,1.0
2025-12-02,New York Knicks,Boston Celtics,117,123,0,0,118.6,105.4,0.8,0.5
2025-12-03,New York Knicks,Charlotte Hornets,119,104,1,1,119.8,106.2,0.8,1.0
2025-12-05,New York Knicks,Utah Jazz,146,112,1,1,123.2,108.4,0.8,1.0
2025-12-07,New York Knicks,Orlando Magic,106,100,1,1,120.8,106.6,0.8,0.3333333333333333
2025-12-09,New York Knicks,Toronto Raptors,117,101,0,1,121.0,108.0,0.8,1.0
2025-12-13,New York Knicks,Orlando Magic,132,120,0,1,124.0,107.4,1.0,0.5
2025-12-16,New York Knicks,San Antonio Spurs,124,113,1,1,125.0,109.2,1.0,1.0
2025-12-18,New York Knicks,Indiana Pacers,114,113,0,1,118.6,109.4,1.0,1.0
2025-12-19,New York Knicks,Philadelphia 76ers,107,116,1,0,118.8,112.6,0.8,0.0
2025-12-21,New York Knicks,Miami Heat,132,125,1,1,121.8,117.4,0.8,0.5
2025-12-23,New York Knicks,Minnesota Timberwolves,104,115,0,0,116.2,116.4,0.6,0.5
2025-12-25,New York Knicks,Cleveland Cavaliers,126,124,1,1,116.6,118.6,0.6,1.0
2025-12-27,New York Knicks,Atlanta Hawks,128,125,0,1,119.4,121.0,0.6,1.0
2025-10-28,Oklahoma City Thunder,Sacramento Kings,107,101,1,1,118.2,110.8,1.0,1.0
2025-10-30,Oklahoma City Thunder,Washington Wizards,127,108,1,1,118.6,107.6,1.0,1.0
2025-11-02,Oklahoma City Thunder,New Orleans Pelicans,137,106,1,1,117.8,101.8,1.0,1.0
2025-11-04,Oklahoma City Thunder,Los Angeles Clippers,126,107,0,1,119.6,103.2,1.0,1.0
2025-11-05,Oklahoma City Thunder,Portland Trail Blazers,119,121,0,0,123.2,108.6,0.8,0.0
2025-11-07,Oklahoma City Thunder,Sacramento Kings,132,101,0,1,128.2,108.6,0.8,1.0
2025-11-09,Oklahoma City Thunder,Memphis Grizzlies,114,100,0,1,125.6,107.0,0.8,1.0
2025-11-11,Oklahoma City Thunder,Golden State Warriors,126,102,1,1,123.4,106.2,0.8,1.0
2025-11-12,Oklahoma City Thunder,Los Angeles Lakers,121,92,1,1,122.4,103.2,0.8,1.0
2025-11-15,Oklahoma City Thunder,Charlotte Hornets,109,96,0,1,120.4,98.2,1.0,1.0
2025-11-17,Oklahoma City Thunder,New Orleans Pelicans,126,109,0,1,119.2,99.8,1.0,1.0
2025-11-19,Oklahoma City Thunder,Sacramento Kings,113,99,1,1,119.0,99.6,1.0,1.0
2025-11-21,Oklahoma City Thunder,Utah Jazz,144,112,0,1,122.6,101.6,1.0,1.0
2025-11-23,Oklahoma City Thunder,Portland Trail Blazers,122,95,1,1,122.8,102.2,1.0,0.5
2025-11-26,Oklahoma City Thunder,Minnesota Timberwolves,113,105,1,1,123.6,104.0,1.0,1.0
2025-11-28,Oklahoma City Thunder,Phoenix Suns,123,119,1,1,123.0,106.0,1.0,1.0
2025-11-30,Oklahoma City Thunder,Portland Trail Blazers,123,115,0,1,125.0,109.2,1.0,0.6666666666666666
2025-12-02,Oklahoma City Thunder,Golden State Warriors,124,112,0,1,121.0,109.2,1.0,1.0
2025-12-05,Oklahoma City Thunder,Dallas Mavericks,132,111,1,1,123.0,112.4,1.0,1.0
2025-12-07,Oklahoma City Thunder,Utah Jazz,131,101,0,1,126.6,111.6,1.0,1.0
2025-12-10,Oklahoma City Thunder,Phoenix Suns,138,89,1,1,129.6,105.6,1.0,1.0
2025-12-13,Oklahoma City Thunder,San Antonio Spurs,109,111,1,0,126.8,104.8,0.8,0.0
2025-12-18,Oklahoma City Thunder,Los Angeles Clippers,122,101,1,1,126.4,102.6,0.8,1.0
2025-12-19,Oklahoma City Thunder,Minnesota Timberwolves,107,112,0,0,121.4,102.8,0.6,0.5
2025-12-22,Oklahoma City Thunder,Memphis Grizzlies,119,103,1,1,119.0,103.2,0.6,1.0
2025-12-23,Oklahoma City Thunder,San Antonio Spurs,110,130,0,0,113.4,111.4,0.4,0.0
2025-12-25,Oklahoma City Thunder,San Antonio Spurs,102,117,1,0,112.0,112.6,0.4,0.0
2025-10-29,Orlando Magic,Detroit Pistons,116,135,0,0,114.0,122.6,0.2,0.0
2025-10-30,Orlando Magic,Charlotte Hornets,123,107,0,1,113.6,119.8,0.2,1.0
2025-11-01,Orlando Magic,Washington Wizards,125,94,0,1,117.2,116.4,0.4,1.0
2025-11-04,Orlando Magic,Atlanta Hawks,112,127,0,0,120.0,119.8,0.4,0.0
2025-11-07,Orlando Magic,Boston Celtics,123,110,1,1,119.8,114.6,0.6,1.0
2025-11-09,Orlando Magic,Boston Celtics,107,111,1,0,118.0,109.8,0.6,0.5
2025-11-10,Orlando Magic,Portland Trail Blazers,115,112,1,1,116.4,110.8,0.6,1.0
2025-11-12,Orlando Magic,New York Knicks,124,107,0,1,116.2,113.4,0.6,1.0
2025-11-14,Orlando Magic,Brooklyn Nets,105,98,1,1,114.8,107.6,0.8,1.0
2025-11-16,Orlando Magic,Houston Rockets,113,117,0,0,112.8,109.0,0.6,0.0
2025-11-18,Orlando Magic,Golden State Warriors,121,113,1,1,115.6,109.4,0.8,1.0
2025-11-20,Orlando Magic,Los Angeles Clippers,129,101,1,1,118.4,107.2,0.8,1.0
2025-11-22,Orlando Magic,New York Knicks,133,121,1,1,120.2,110.0,0.8,1.0
2025-11-23,Orlando Magic,Boston Celtics,129,138,0,0,125.0,118.0,0.6,0.3333333333333333
2025-11-25,Orlando Magic,Philadelphia 76ers,144,103,0,1,131.2,115.2,0.8,0.5
2025-11-28,Orlando Magic,Detroit Pistons,112,109,0,1,129.4,114.4,0.8,0.5
2025-12-01,Orlando Magic,Chicago Bulls,125,120,1,1,128.6,118.2,0.8,0.5
2025-12-03,Orlando Magic,San Antonio Spurs,112,114,1,0,124.4,116.8,0.6,0.0
2025-12-05,Orlando Magic,Miami Heat,106,105,1,1,119.8,110.2,0.8,1.0
2025-12-07,Orlando Magic,New York Knicks,100,106,0,0,111.0,110.8,0.6,0.6666666666666666
2025-12-09,Orlando Magic,Miami Heat,117,108,1,1,112.0,110.6,0.6,1.0
2025-12-13,Orlando Magic,New York Knicks,120,132,1,0,111.0,113.0,0.4,0.5
2025-12-18,Orlando Magic,Denver Nuggets,115,126,0,0,111.6,115.4,0.4,0.0
2025-12-20,Orlando Magic,Utah Jazz,128,127,0,1,116.0,119.8,0.4,1.0
2025-12-22,Orlando Magic,Golden State Warriors,97,120,0,0,115.4,122.6,0.4,0.5
2025-12-23,Orlando Magic,Portland Trail Blazers,110,106,0,1,114.0,122.2,0.4,1.0
2025-12-26,Orlando Magic,Charlotte Hornets,105,120,1,0,111.0,119.8,0.4,0.5
2025-12-27,Orlando Magic,Denver Nuggets,127,126,1,1,113.4,119.8,0.6,0.5
2025-10-31,Philadelphia 76ers,Boston Celtics,108,109,1,0,125.0,120.8,0.8,0.5
2025-11-02,Philadelphia 76ers,Brooklyn Nets,129,105,0,1,127.4,118.6,0.8,1.0
2025-11-04,Philadelphia 76ers,Chicago Bulls,111,113,0,0,124.6,117.0,0.6,0.0
2025-11-05,Philadelphia 76ers,Cleveland Cavaliers,121,132,0,0,121.6,118.6,0.4,0.0
2025-11-08,Philadelphia 76ers,Toronto Raptors,130,120,1,1,119.8,115.8,0.4,1.0
2025-11-09,Philadelphia 76ers,Detroit Pistons,108,111,1,0,119.8,116.2,0.4,0.0
2025-11-11,Philadelphia 76ers,Boston Celtics,102,100,1,1,114.4,115.2,0.4,0.6666666666666666
2025-11-14,Philadelphia 76ers,Detroit Pistons,105,114,0,0,113.2,115.4,0.4,0.0
2025-11-17,Philadelphia 76ers,Los Angeles Clippers,110,108,1,1,111.0,110.6,0.6,1.0
